customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-000178,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.24,386.18,No
TC-000179,Male,0,No,No,59,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.19,3912.45,Yes
TC-000180,Male,0,Yes,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,1141.04,No
TC-000181,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.65,622.92,Yes
TC-000182,Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),117.17,2736.18,No
TC-000183,Female,0,No,No,63,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.95,4977.05,No
TC-000184,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),80.44,1263.72,No
TC-000185,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.6,34.6,Yes
TC-000186,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,106.53,6704.47,Yes
TC-000187,Female,1,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.62,603.17,No
TC-000188,Male,0,No,No,0,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),68.22,68.22,Yes
TC-000189,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,100.86,490.97,Yes
TC-000190,Female,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),67.53,308.27,No
TC-000191,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.22,1051.87,No
TC-000192,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.16,1368.12,No
TC-000193,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,105.04,5171.66,Yes
TC-000194,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.15,58.15,No
TC-000195,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,107.85,1764.09,No
TC-000196,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,3682.42,No
TC-000197,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.86,2512.35,No
TC-000198,Female,1,No,No,54,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),102.38,5551.69,No
TC-000199,Male,0,No,No,15,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),84.08,1160.77,No
TC-000200,Male,1,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.75,814.06,No
TC-000201,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),88.78,736.19,No
TC-000202,Female,1,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.23,37.23,Yes
TC-000203,Male,1,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.31,308.69,Yes
TC-000204,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.82,949.84,No
TC-000205,Female,0,No,No,27,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,92.56,2458.83,No
TC-000206,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),93.7,2867.67,Yes
TC-000207,Female,0,No,Yes,0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.67,31.67,No
TC-000208,Female,0,Yes,Yes,57,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),68.16,3958.39,No
TC-000209,Female,0,No,No,41,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,83.53,3436.75,No
TC-000210,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),117.89,2310.59,No
TC-000211,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,67.15,734.84,No
TC-000212,Male,1,No,Yes,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.11,4541.41,No
TC-000213,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.69,943.57,Yes
TC-000214,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),81.42,2405.63,No
TC-000215,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.78,5300.91,No
TC-000216,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),118.32,118.32,Yes
TC-000217,Female,0,Yes,Yes,72,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.29,5444.58,Yes
TC-000218,Male,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.79,6438.16,No
TC-000219,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,86.0,4307.6,No
TC-000220,Male,0,Yes,No,36,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),69.36,2513.58,No
TC-000221,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.68,1057.57,No
TC-000222,Male,1,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.22,85.85,No
TC-000223,Female,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.76,1928.71,No
TC-000224,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),101.89,2088.81,No
TC-000225,Female,1,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,115.16,343.33,No
TC-000226,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.16,799.82,No
TC-000227,Male,0,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,103.03,461.14,Yes
TC-000228,Female,1,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,57.5,57.5,No
TC-000229,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),86.91,1317.59,No
TC-000230,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,99.7,2703.29,Yes
TC-000231,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.92,1398.08,No
TC-000232,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.03,1112.23,No
TC-000233,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.48,1147.22,No
TC-000234,Female,0,Yes,Yes,67,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),71.39,4842.8,No
TC-000235,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),87.79,278.66,No
TC-000236,Female,1,Yes,Yes,50,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.7,2135.3,No
TC-000237,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,108.32,5928.82,No
TC-000238,Female,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,115.38,201.42,Yes
TC-000239,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.53,66.33,No
TC-000240,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,97.87,1144.94,Yes
TC-000241,Female,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),103.57,4161.44,No
TC-000242,Male,0,No,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.75,63.75,Yes
TC-000243,Female,0,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,841.44,No
TC-000244,Male,1,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.39,1210.2,No
TC-000245,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,112.26,3668.46,No
TC-000246,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,103.79,1130.37,No
TC-000247,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),88.7,1488.74,No
TC-000248,Male,0,No,Yes,66,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),64.28,4150.26,Yes
TC-000249,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.31,1378.25,No
TC-000250,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),117.22,1346.2,Yes
TC-000251,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.22,54.99,Yes
TC-000252,Male,0,No,No,25,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.43,1513.29,No
TC-000253,Female,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.35,1022.29,No
TC-000254,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.02,1746.28,No
TC-000255,Male,0,No,No,72,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.57,4020.55,No
TC-000256,Male,1,No,Yes,72,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.95,4403.95,No
TC-000257,Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.48,490.07,Yes
TC-000258,Female,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.52,1016.12,No
TC-000259,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),88.94,462.18,No
TC-000260,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),75.83,3242.87,No
TC-000261,Male,1,Yes,Yes,32,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.85,1866.02,No
TC-000262,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.76,1306.62,No
TC-000263,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.23,148.3,Yes
TC-000264,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,120.0,2761.74,No
TC-000265,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.96,33.96,Yes
TC-000266,Female,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.57,470.15,No
TC-000267,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,80.94,2865.7,No
TC-000268,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,60.51,87.8,No
TC-000269,Male,0,No,Yes,13,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.38,941.55,No
TC-000270,Male,0,Yes,No,8,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.07,178.87,No
TC-000271,Female,1,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.51,1244.92,No
TC-000272,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,69.98,79.53,No
TC-000273,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,94.42,145.57,Yes
TC-000274,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,98.5,5063.98,No
TC-000275,Male,1,Yes,No,11,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.19,793.04,Yes
TC-000276,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.6,1133.9,No
TC-000277,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.69,229.71,No
TC-000278,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.39,913.72,Yes
TC-000279,Male,0,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),44.48,124.0,No
TC-000280,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.14,46.35,Yes
TC-000281,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.78,1214.14,No
TC-000282,Female,0,Yes,No,65,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,74.71,4863.12,No
TC-000283,Female,0,Yes,No,1,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,62.14,74.48,Yes
TC-000284,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),88.84,4002.52,No
TC-000285,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),82.09,3698.56,No
TC-000286,Male,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,68.47,658.86,No
TC-000287,Male,0,Yes,No,48,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,59.59,2842.21,No
TC-000288,Male,0,Yes,No,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,78.12,78.12,No
TC-000289,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,41.33,134.22,No
TC-000290,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,77.21,581.36,No
TC-000291,Male,0,No,No,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),60.44,1740.46,No
TC-000292,Male,1,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.04,1233.64,No
TC-000293,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.8,1279.59,No
TC-000294,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,87.82,5062.29,No
TC-000295,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.19,194.5,No
TC-000296,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),82.47,307.97,No
TC-000297,Female,0,No,Yes,32,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.46,2005.64,Yes
TC-000298,Male,0,No,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.74,5155.18,Yes
TC-000299,Male,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),99.15,1349.94,No
TC-000300,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.4,65.4,No
TC-000301,Male,0,No,No,52,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,67.32,3485.51,No
TC-000302,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.5,1628.5,Yes
TC-000303,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),108.14,2667.67,Yes
TC-000304,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,77.74,1567.33,No
TC-000305,Female,0,Yes,Yes,7,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),39.19,248.74,No
TC-000306,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),81.92,2142.53,Yes
TC-000307,Female,1,No,Yes,2,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,67.88,119.37,No
TC-000308,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.16,1558.26,No
TC-000309,Female,0,Yes,No,72,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.87,5301.51,No
TC-000310,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),97.51,871.81,No
TC-000311,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),110.2,874.22,No
TC-000312,Male,0,No,Yes,12,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,74.63,903.11,No
